행정 구역,업소명,소재지,전화번호,관리구분
경기 고양시 일산동구,더불어가스충전소,경기 고양시 일산동구 성석동 1082-24,031-975-8513,자동차충전
경기 고양시 일산동구,일산제일충전소,경기 고양시 일산동구 성석동 1305-4,031-976-6096,자동차충전
경기 고양시 일산동구,신우에너지(주),"경기 고양시 일산동구 성석동 1305-5, 6, 32",031-964-1984,자동차충전
경기 고양시 일산동구,제이원네트웍스(주),경기 고양시 일산동구 식사동 832-20,031-967-8414,자동차충전
경기 고양시 일산서구,(주)케이엘페트로 고양덕이동지점,경기 고양시 일산서구 덕이동 1184-6,031-928-4776,자동차충전
경기 고양시 일산서구,신우에너지(주)신일산가스충전소,경기 고양시 일산서구 대화동 59-6,031-914-1355,자동차충전
경기 고양시 일산서구,자유로엘피지충전소,경기 고양시 일산서구 법곳동 1240-1번지외1필지,031-923-5181,자동차충전
경기 고양시 일산서구,이산포충전소,경기 고양시 일산서구 법곳동 237-1,031-923-8100,자동차충전
경기 고양시 일산서구,(주)휴세코(희망충전소),경기 고양시 일산서구 덕이동 304-4,031-925-5199,자동차충전
경기 과천시,과천엘피지충전소,경기 과천시 과천동 30,031-3418-7100,자동차충전
경기 과천시,(주)케이씨에너지,경기 과천시 갈현동 302-1,031-507-4022,자동차충전
경기 광명시,헵시바(주) 헵시바충전소,"경기 광명시 광명동 162-15,162-2,159-103,679-201,679-373,776-3",031-2615-5151,자동차충전
경기 광명시,가학충전소,경기 광명시 가학동 563번지,031-2615-6697,자동차충전
경기 광명시,극동실업(주),경기 광명시 하안1동 501-6,031-898-1212,용기+자동차+13kg용기
경기 광명시,MCenergy광명지점,경기 광명시 광명7동 621-7,031-2613-4904,자동차충전
경기 광주시,(주)대지석유갈마엘피지충전소,"경기 광주시 삼동 265-4,5,9,10",031-761-5330,자동차충전
경기 광주시,"오포주유소,충전소",경기 광주시 오포읍 추자리 306-1,031-766-0005,자동차충전
경기 광주시,새광주충전소,경기 광주시 쌍령동 113-1,031-764-1052,자동차충전
경기 광주시,대성산업(주)곤지암충전소,경기 광주시 곤지암읍 삼리 612-8,031-763-6107,용기+자동차+13kg용기
경기 광주시,광주가스(주),경기 광주시 송정동 428-2,031-765-3477,자동차충전
경기 광주시,인성에너지,경기 광주시 오포읍 능평리 86-1 외 2필지,031-761-5406,자동차충전
경기 광주시,새한가스,경기 광주시 역동 112-3,031-762-5511,자동차충전
경기 광주시,주식회사 제일트랜스포트,"경기 광주시 송정동 461-1,2번지",031-761-2713,자동차충전
경기 광주시,대원석유주식회사,경기 광주시 곤지암읍 곤지암리 59,031-797-0281,자동차충전
경기 광주시,(주)서경에너지,경기 광주시 송정1동 324-1,031-766-2300,용기+자동차+탱크+13kg용기
경기 광주시,태원충전소,경기 광주시 곤지암읍 수양리 446-1외 1필지,031-766-5180,자동차충전
경기 광주시,(주)제이씨가스 퇴촌충전소,경기 광주시 퇴촌면 도수리 179-1 외,031-766-6766,자동차충전
경기 광주시,(주)풀무원푸드앤컬처광주휴게소(원주방향)충전소,경기 광주시 곤지암읍 삼합리 산27-2,031-8027-3943,자동차충전
경기 광주시,(주)풀무원푸드앤컬처광주휴게소(서울방향)충전소,"경기 광주시 곤지암읍 유사리 산30-2,194",031-8027-3948,자동차충전
경기 구리시,복지구리충전소,경기 구리시 인창동 74,031-557-9300,자동차충전
경기 구리시,대성산업(주)아천충전소,"경기 구리시 아천동 97-3, 4, 7",031-569-5151,자동차충전
경기 구리시,대성산업(주)경춘충전소,경기 구리시 인창동 280-3,031-563-4973,자동차충전
경기 구리시,(주)성림에너지 사노충전소,경기 구리시 사노동 29,031-575-3365,자동차충전
경기 구리시,(주)케이피앤지 토평고려LPG충전소,경기 구리시 토평동 465-92 외3필지,031-567-2121,자동차충전
경기 구리시,구리LPG충전소,경기 구리시 갈매동 128-13,031-552-0242,용기+자동차+탱크+13kg용기
경기 군포시,군포충전소,경기 군포시 부곡동 763-2,031-462-5500,자동차충전
경기 군포시,(주)대야엘피지충전소,경기 군포시 대야미동 266-12,031-437-7755,자동차충전
경기 군포시,(주)대양충전소,경기 군포시 금정동 1-49,031-427-0033,자동차충전
경기 김포시,금파충전소,"경기 김포시 걸포동 390-2,5,4",031-985-7989,자동차충전
경기 김포시,주식회사 국도에너지,경기 김포시 고촌읍 전호리 433-2 (가동),031-985-4455,자동차충전
경기 김포시,고촌LPG충전소,"경기 김포시 고촌읍 풍곡리 501-1,2",031-996-6067,자동차충전
경기 김포시,(주)청양엘피지김포지점(알찬충전소),경기 김포시 고촌읍 태리 1-15,031-987-4848,자동차충전
경기 김포시,올림픽충전소,경기 김포시 고촌읍 전호리 336-4,031-4911-8978,자동차충전
경기 김포시,다원에프엔씨(주)통진충전소,경기 김포시 통진읍 도사리 680-8,031-998-5994,자동차충전
경기 김포시,해뜨는충전소,경기 김포시 양촌읍 구래리 750-28,031-996-2750,자동차충전
경기 김포시,KH에너지(주) 직영 김포충전소,경기 김포시 대곶면 초원지리 609-2,031-988-4971,용기+자동차+탱크+13kg용기
경기 김포시,서일산업(주)김포가스,"경기 김포시 운양동 1026-6번지 1026-16, 1035-3",031-982-4108,자동차충전
경기 김포시,(주)이마트24서비스 김포본점(LPG충전소),경기 김포시 양촌읍 누산리 295-3,031-4910-7354,자동차충전
경기 김포시,초지대교충전소,경기 김포시 대곶면 대명리 390-8,031-997-6948,자동차충전
경기 김포시,강변가스충전소,경기 김포시 월곶면 포내리 26-2번지외,031-997-6616,자동차충전
경기 김포시,대현이엔씨,"경기 김포시 걸포동 389-28, 10번지",031-996-6671,자동차충전
경기 김포시,극동에너비스(주)신도시충전소,경기 김포시 마산동 622-3,031-982-1008,자동차충전
경기 남양주시,광전충전소,경기 남양주시 별내면 광전리 216,031-529-3161,자동차충전
경기 남양주시,송능충전소,경기 남양주시 진건읍 송능리 157-5 (산23-5),031-528-5741,자동차충전
경기 남양주시,(주)남양주에너지,경기 남양주시 일패동 10-3번지,031-595-9370,자동차충전
경기 남양주시,덕소마석간충전소,경기 남양주시 와부읍 월문리 402-2,031-577-7502,자동차충전
경기 남양주시,SK대성충전소,경기 남양주시 진건읍 진관리 520,031-529-2903,자동차충전
경기 남양주시,(주)태진에너지 내각충전소,"경기 남양주시 진접읍 내각리 68,65-3,68-5번지",031-528-4006,자동차충전
경기 남양주시,덕소충전소,경기 남양주시 이패동 413-13,031-557-8363,자동차충전
경기 남양주시,연평충전소,경기 남양주시 진접읍 연평리 219-28,031-575-6800,자동차충전
경기 남양주시,진접LPG충전소,경기 남양주시 진접읍 내각리 산21-3,031-572-4697,자동차충전
경기 남양주시,화도에너지,경기 남양주시 화도읍 월산리 358 (화도에너지),031-593-1164,자동차충전
경기 남양주시,광릉충전소,경기 남양주시 진접읍 팔야리 582-1,031-528-3651,자동차충전
경기 남양주시,남양주고려LPG충전소,"경기 남양주시 오남읍 양지리 724-1,2,3번지",031-528-2351,자동차충전
경기 남양주시,(주)성림에너지 별내충전소,경기 남양주시 별내동 2233-10(별내면 덕송리 233-4 외 5필지),031-575-7477,자동차충전
경기 남양주시,(주)아이피 호평충전소,"경기 남양주시 호평동 산30-43, 23-53, 54, 56",031-559-5720,자동차충전
경기 남양주시,퇴계원IC충전소,경기 남양주시 퇴계원면 퇴계원리 343-1,031-528-6780,자동차충전
경기 남양주시,팔당LPG충전소,"경기 남양주시 와부읍 팔당리 564-1외3필지(563, 564, 814-5)",031-521-8851,자동차충전
경기 남양주시,(주)휴브,경기 남양주시 삼패동 607-6,031-577-5251,자동차충전
경기 남양주시,(주)케이엘페트로 남양주별내충전소,"경기 남양주시 별내면 광전리 산 114-15267-4, 267-5,267-11,산110-5 (휴게소동)",031-468-5189,자동차충전
경기 동두천시,창림에너지(주) 동두천충전소,경기 동두천시 지행동 406-1,031-862-8111,자동차충전
경기 동두천시,중앙LPG충전소,경기 동두천시 동두천동 420-8,031-864-8070,자동차충전
경기 동두천시,창림에너지(주),경기 동두천시 상봉암동 154-1,031-866-8111,용기+자동차+탱크+13kg용기
경기 동두천시,주식회사 신진엘피지충전소,경기 동두천시 상패동 400-3,031-867-5201,자동차충전
경기 동두천시,동두천엘피지,"경기 동두천시 송내동 473-4,5,9,11번지",031-861-4114,자동차충전
경기 부천시 오정구,중동충전소,경기 부천시 오정구 대장동 685-12외2필지,031-671-1252,자동차충전
경기 부천시 오정구,극동유화(주),경기 부천시 오정구 고강동 100-1,031-684-9915,용기+탱크+13kg용기
경기 부천시 오정구,로안충전소,경기 부천시 오정구 대장동 667-3,031-681-2222,자동차충전
경기 부천시 오정구,비케이프라임실업(주),경기 부천시 오정구 고강동 37,031-671-5188,자동차충전
경기 부천시 오정구,동일석유(주)부천충전소,경기 부천시 오정구 삼정동 67-7,031-673-6719,용기+자동차+탱크+13kg용기
경기 부천시 오정구,(주)한유에너지 공항가스,경기 부천시 오정구 고강동 218-6,031-679-5189,자동차충전
경기 부천시 원미구,서해가스충전소,경기 부천시 원미구 상동 499-17,031-326-9955,자동차충전
경기 부천시 원미구,원미가스충전소,"경기 부천시 원미구 길주로 610(춘의동 420,421,422번지)",031-671-7667,자동차충전
경기 부천시 원미구,부천LPG충전소,경기 부천시 원미구 춘의동 75-9,031-678-9436,자동차충전
경기 부천시,옥길충전소,경기 부천시 옥길동 790,031-342-9660,자동차충전
경기 부천시,부천아이씨충전소 위드엘피지(주)지점,경기 부천시 삼정동 202-2,031-682-0880,자동차충전
경기 성남시 분당구,에스케이오케이충전소,경기 성남시 분당구 금곡동 344,031-726-0792,자동차충전
경기 성남시 분당구,(주)허스코분당지에스충전소,경기 성남시 분당구 궁내동 302-8,031-719-4144,자동차충전
경기 성남시 분당구,(주)제이제이네트웍스궁내동가스충전소,경기 성남시 분당구 궁내동 204-6,031-716-1622,자동차충전
경기 성남시 분당구,(주)소모홀딩스엔테크놀러지 분당충전소,경기 성남시 분당구 구미동 194,031-716-8120,자동차충전
경기 성남시 분당구,길사랑장학사업단(주)서울하이패스충전소,경기 성남시 분당구 궁내동 257-11,031-714-7255,자동차충전
경기 성남시 수정구,에스케이판교충전소,경기 성남시 수정구 시흥동 242-15,031-722-6252,자동차충전
경기 성남시 수정구,수정가스충전소,경기 성남시 수정구 복정동 261-12,031-759-4551,자동차충전
경기 성남시 수정구,대기가스(주),경기 성남시 수정구 신흥동 6912,031-757-0757,자동차충전
경기 성남시 수정구,한일가스산업(주),경기 성남시 수정구 수진2동 4583,031-752-2776,자동차충전
경기 성남시 수정구,위례에너지,"경기 성남시 수정구 복정동 55-6, 54-10",031-752-7700,자동차충전
경기 성남시 수정구,이원엘피지성남충전소,경기 성남시 수정구 태평동 7149,031-754-0683,자동차충전
경기 성남시 중원구,(주)성남에너지,경기 성남시 중원구 갈현동 542-1,031-755-7600,자동차충전
경기 성남시 중원구,대성산업(주)성남충전소,경기 성남시 중원구 하대원동 216-15,031-751-6525,자동차충전
경기 성남시 중원구,(주)다산에너지,경기 성남시 중원구 갈현동 351,031-757-1321,자동차충전
경기 수원시 권선구,비행장충전소,경기 수원시 권선구 대황교동 259-6 등 7필지,031-222-2544,자동차충전
경기 수원시 권선구,수원태평양충전소,경기 수원시 권선구 서둔동 9-17,031-278-7878,자동차충전
경기 수원시 권선구,창진가스에너지(주),경기 수원시 권선구 오목천동 740-1,031-291-4433,자동차충전
경기 수원시 권선구,대황교엘피지충전소,"경기 수원시 권선구 대황교동 33-7,9",031-226-5188,자동차충전
경기 수원시 권선구,우성엘피지충전소,경기 수원시 권선구 서둔동 9-28,031-295-0076,자동차충전
경기 수원시 권선구,남선엘피지충전소,경기 수원시 권선구 고색동 14-34,031-278-5184,자동차충전
경기 수원시 권선구,(주)권선에너지,경기 수원시 권선구 입북동 440-1,031-298-2637,자동차충전
경기 수원시 권선구,평동엘피지충전소,경기 수원시 권선구 평동 56-1,031-293-5111,자동차충전
경기 수원시 권선구,극동산업(주)광명충전소,경기 수원시 권선구 오목천동 356-8,031-293-4466,자동차충전
경기 수원시 권선구,세류역엘피지충전소,경기 수원시 권선구 권선동 897-3,031-237-7782,자동차충전
경기 수원시 권선구,극동산업(주)병점엘피지충전소,경기 수원시 권선구 대황교동 100-5,031-239-6859,자동차충전
경기 수원시 권선구,수원경수엘피지충전소,경기 수원시 권선구 대황교동 251,031-492-8543,자동차충전
경기 수원시 권선구,세광가스(주) 행복충전소,경기 수원시 권선구 구운동 680-1,031-296-5151,자동차충전
경기 수원시 권선구,(주)뉴라이저-고색충전소,"경기 수원시 권선구 고색동 888-8,14,24,176,177,178,179,183,184",031-297-8878,자동차충전
경기 수원시 권선구,수일가스충전소,경기 수원시 권선구 고색동 173-2,031-291-8376,자동차충전
경기 수원시 권선구,신일엘피지충전소,경기 수원시 권선구 탑동 452-1,031-228-2114,자동차충전
경기 수원시 권선구,탑동충전소,경기 수원시 권선구 탑동 428-2,031-296-5145,자동차충전
경기 수원시 권선구,(주)케이엘페트로 수원현대충전소,경기 수원시 권선구 서둔동 79-30,031-278-0217,자동차충전
경기 수원시 권선구,황계충전소,"경기 수원시 권선구 대황교동 59-1,4,10,11,525-1",031-222-0059,자동차충전
경기 수원시 영통구,동수원톨게이트충전소,경기 수원시 영통구 이의동 432-1 (동수원톨게이트충전소),031-257-7332,자동차충전
경기 수원시 영통구,(주)해월에너지수원충전소,경기 수원시 영통구 원천동 294-1,031-211-3121,자동차충전
경기 수원시 영통구,(주)희망가스충전소,경기 수원시 영통구 이의동 1175-85,031-251-0707,자동차충전
경기 수원시 영통구,광교신도시충전소,경기 수원시 영통구 하동 1033,031-216-7149,자동차충전
경기 수원시 장안구,에스케이수원충전소,경기 수원시 장안구 송죽동 202-1,031-243-2690,자동차충전
경기 수원시 장안구,(주)북문가스,경기 수원시 장안구 영화동 365-1,031-256-5683,자동차충전
경기 수원시 장안구,북수원톨게이트충전소,경기 수원시 장안구 파장동 127-1,031-251-2367,자동차충전
경기 수원시 장안구,그린에너지,경기 수원시 장안구 파장동 130,031-253-7715,자동차충전
경기 수원시 장안구,수안엘피지충전소,경기 수원시 장안구 파장동 43-1,031-241-5337,자동차충전
경기 수원시 팔달구,극동산업(주),경기 수원시 팔달구 매산로2가 62-10,031-254-5612,자동차+13kg용기
경기 시흥시,(주)세지에너지,경기 시흥시 정왕동 1236-11,031-365-5090,자동차충전
경기 시흥시,헵시바한화충전소,경기 시흥시 정왕동 2167-1,031-314-3938,자동차충전
경기 시흥시,목감광명방향충전소,경기 시흥시 목감동 112-5,031-411-0592,자동차충전
경기 시흥시,한일가스산업(주)정왕충전소,"경기 시흥시 정왕동 1115, 1116번지",031-434-9858,자동차충전
경기 시흥시,(주)시흥에너지,경기 시흥시 월곶동 765,031-432-1521,자동차충전
경기 시흥시,시화충전소,경기 시흥시 정왕동 1112,031-319-3081,자동차충전
경기 시흥시,금이LPG충전소,경기 시흥시 금이동 81-2,031-316-3555,자동차충전
경기 시흥시,배곧충전소,경기 시흥시 정왕동 1773,031-434-7685,자동차충전
경기 시흥시,포동가스충전소,"경기 시흥시 하중동 343-1,2번지",031-317-7305,자동차충전
경기 시흥시,시흥목감LPG충전소,경기 시흥시 논곡동 29-3외,031-401-2213,자동차충전
경기 시흥시,시흥하늘 충전소(일산방향),"경기 시흥시 조남동 산15-10, 102동",031-402-0273,자동차충전
경기 시흥시,시흥하늘 충전소(판교방향),"경기 시흥시 조남동 조남동 198-17, 102동",031-481-8149,자동차충전
경기 안산시 단원구,샛뿔충전소,경기 안산시 단원구 신길동 216-131,031-492-9788,자동차충전
경기 안산시 단원구,선감충전소,경기 안산시 단원구 선감동 683-4,031-886-9350,자동차충전
경기 안산시 단원구,오제이씨(주),경기 안산시 단원구 신길동 1052-4,031-8686-9457,부탄켄
경기 안산시 단원구,(주)극동산업,경기 안산시 단원구 선부동 1015,031-484-6668,자동차충전
경기 안산시 단원구,신길LPG충전소,경기 안산시 단원구 신길동 216-269,031-492-8543,자동차충전
경기 안산시 단원구,케이와이에너지(주) 느티나무충전소,경기 안산시 단원구 선부동 170 외 1필지,031-432-1026,자동차충전
경기 안산시 단원구,한창충전소,경기 안산시 단원구 대부남동 309-30,031-881-0147,자동차충전
경기 안산시 상록구,해안로충전소,경기 안산시 상록구 사동 1640-6,031-419-5145,자동차충전
경기 안산시 상록구,(주)경기태평양충전소안산지점,"경기 안산시 상록구 양상동 247, 237, 238",031-413-3557,자동차충전
경기 안산시 상록구,(주)일신에너지,경기 안산시 상록구 팔곡일동 620 (주)일신에너지,031-437-3723,자동차충전
경기 안산시 상록구,반월가스공업(주),경기 안산시 상록구 사사동 142-1,031-419-3551,용기+자동차+13kg용기
경기 안산시 상록구,SK안산충전소,경기 안산시 상록구 사동 1493 (4동),031-409-6051,용기+자동차+탱크+13kg용기
경기 안산시 상록구,중산엘피지 안산충전소,경기 안산시 상록구 월피동 483-3,031-486-1561,자동차충전
경기 안산시 상록구,반월충전소,"경기 안산시 상록구 사사동 473, 471-3, 472-2, 건건동 821",031-419-0142,자동차충전
경기 안산시 상록구,우리에너지,경기 안산시 상록구 건건동 431-4,031-437-3555,자동차충전
경기 안산시 상록구,우일에너지(주)안산성원충전소,"경기 안산시 상록구 장상동 431-3, 431-4",031-411-8831,자동차충전
경기 안성시,광장엘피지충전소(애경개발),"경기 안성시 일죽면 월정리 718-18,19 (광장충전소)",031-677-8501,자동차충전
경기 안성시,서일산업(주) 평송충전소,경기 안성시 양성면 장서리 382-8,031-677-8518,탱크로리
경기 안성시,성원이엔에스 안성충전소,경기 안성시 대덕면 모산리 359-15,031-671-6789,자동차충전
경기 안성시,구도일충전소,경기 안성시 삼죽면 진촌리 437,031-672-2557,자동차충전
경기 안성시,한일크린에너지(주),"경기 안성시 계동 5, 6",031-677-3120,자동차+탱크
경기 안성시,죽산에너지,경기 안성시 죽산면 두현리 298-27,031-677-7212,자동차충전
경기 안성시,일죽엘피지충전소,경기 안성시 일죽면 월정리 482-3 등 8필지(38번국도 일죽휴게소),031-673-6022,자동차+탱크
경기 안성시,대보유통(주) 안성(서울방향)충전소,경기 안성시 원곡면 산하리 425-1,031-664-4096,자동차충전
경기 안성시,한국도로공사 안성(부산)주유소-충전소,"경기 안성시 원곡면 반제리 642-2,5,7",031-651-5385,자동차충전
경기 안성시,(주)성림가스,경기 안성시 원곡면 내가천리 160-16,031-653-6886,용기+자동차+탱크+13kg용기
경기 안성시,(주)자연에너지-비봉충전소,경기 안성시 죽산면 장능리 580,031-674-7400,자동차+탱크+13kg용기
경기 안성시,태현충전소,경기 안성시 대덕면 보동리 236-3번지,031-676-5179,자동차충전
경기 안성시,이화LPG충전소,경기 안성시 보개면 상삼리 211,031-674-9997,자동차충전
경기 안성시,(주)진성에너지 안성맞춤LPG충전소,"경기 안성시 당왕동 269-3,13",031-671-5100,자동차충전
경기 안성시,안성에너지,"경기 안성시 대덕면 모산리 396-3,8, 401-7",031-672-2213,용기+자동차+탱크+13kg용기
경기 안성시,녹박재충전소,경기 안성시 죽산면 장능리 660-4,031-673-1038,자동차충전
경기 안성시,우리가스충전소,"경기 안성시 계동 2, 3",031-676-2286,자동차충전
경기 안성시,안성맞춤(평택방향)충전소,경기 안성시 서운면 신능리 111-20 외 1필지,031-672-9622,자동차충전
경기 안성시,안성맞춤(충주방향)충전소,경기 안성시 서운면 신능리 113-1 외 11필지,031-674-4406,자동차충전
경기 안성시,(주)이엘에스 양변엘피지충전소,"경기 안성시 미양면 양변리 209, 211",031-673-5179,자동차충전
경기 안성시,(주)소모에너지엔테크놀러지칠곡주유소,경기 안성시 원곡면 칠곡리 613-6 (칠곡충전소),031-618-1325,자동차충전
경기 안성시,(유)유성홀딩스-공도LPG충전소,"경기 안성시 공도읍 만정리 290-1,2",031-651-9690,자동차충전
경기 안성시,(주)우진에너지,경기 안성시 미양면 구수리 198-10번지 외2필지,031-677-0600,자동차충전
경기 안성시,옥산에너지(주) 안성제일충전소,경기 안성시 대덕면 소현리 297-1,031-676-0620,자동차충전
경기 안성시,평화엘피지충전소,"경기 안성시 공도읍 승두리 593-6,7,12",031-656-2900,자동차충전
경기 안성시,(주)계동에너지,경기 안성시 계동 76-3,031-677-2179,자동차충전
경기 안양시 동안구,상신가스연료(합),경기 안양시 동안구 관양동 1383-6,031-385-8275,자동차충전
경기 안양시 동안구,동일석유(주)신안엘피지충전소,경기 안양시 동안구 호계동 1028-7,031-452-9414,자동차충전
경기 안양시 동안구,안양엘피지충전소,경기 안양시 동안구 비산동 1083,031-449-2033,자동차충전
경기 안양시 만안구,(주)삼표에너지 안양충전소,경기 안양시 만안구 안양동 206-7,031-443-7111,용기+자동차+13kg용기
경기 안양시 만안구,에스케이안양충전소,경기 안양시 만안구 석수동 252-1,031-472-1361,용기+자동차+13kg용기
경기 양주시,회천농협충전소,경기 양주시 평화로 1855,031-858-8300,자동차충전
경기 양주시,양주에너지 봉양LPG충전소,경기 양주시 봉양동 801-6,031-864-0070,자동차충전
경기 양주시,덕인가스충전소,경기 양주시 덕계동 711-3,031-862-1213,자동차충전
경기 양주시,송추LPG충전소,"경기 양주시 장흥면 울대리 315, 320-4, 335-4",031-855-0531,자동차충전
경기 양주시,장흥엘피지충전소,"경기 양주시 장흥면 일영리 213,214-4",031-855-5427,자동차충전
경기 양주시,뉴송정에너지,경기 양주시 장흥면 부곡리 535-16,031-855-0051,자동차충전
경기 양주시,모정제2충전소,경기 양주시 은현면 선암리 171-3,031-866-9797,자동차충전
경기 양주시,(주)한국가스산업,경기 양주시 광적면 비암리 693-14,031-878-5643,용기+탱크+13kg용기
경기 양주시,에이치에너지산업(주),경기 양주시 마전동 291-28,031-845-7905,자동차충전
경기 양주시,(주)용암엘피지충전소,"경기 양주시 은현면 용암리 267-4,268-1,269-1",031-863-5145,자동차충전
경기 양주시,유양엘피지충전소,경기 양주시 유양동 629-3,031-842-5030,자동차충전
경기 양주시,에이스산업사,경기 양주시 백석읍 복지리 397,031-879-0661,기타
경기 양주시,유양에너지,경기 양주시 유양동 698-11,031-856-7701,자동차충전
경기 양주시,옥정LPG충전소,"경기 양주시 율정동 596-1,11",031-863-5149,자동차충전
경기 양주시,모정가스충전소,경기 양주시 회암동 607-9,031-865-5151,자동차충전
경기 양주시,양주에너지덕정LPG충전소,경기 양주시 회정동 522,031-859-7863,자동차충전
경기 양주시,사과나무충전소,"경기 양주시 광사동 317,313-12,316-2,3,9,14",031-842-5155,자동차충전
경기 양주시,KH에너지(주)직영양주충전소(일산방향),경기 양주시 장흥면 삼하리 250-16,031-871-2997,자동차충전
경기 양평군,(주)삼호에너지강변충전소,경기 양평군 옥천면 옥천리 934-1 (강변LPG충전소),031-773-4789,자동차충전
경기 양평군,새한강에너지,"경기 양평군 옥천면 옥천리 931-2,930-2",031-775-7848,자동차충전
경기 양평군,양평가스충전소,경기 양평군 양평읍 공흥리 696-3,031-774-6122,자동차충전
경기 양평군,용문가스충전소,경기 양평군 용문면 광탄리 434-3,031-774-0173,자동차충전
경기 양평군,동부충전소,경기 양평군 양평읍 백안리 333,031-774-1422,자동차충전
경기 양평군,양평충전소,경기 양평군 양평읍 오빈리 361-4,031-771-4478,자동차충전
경기 여주시,(주)원일유통여주(상)충전소,경기 여주시 가남읍 본두리 677,031-881-3655,자동차충전
경기 여주시,성신충전소,경기 여주시 가남읍 태평리 268-12,031-884-2024,자동차충전
경기 여주시,케이와이에너지(주)능서주유소충전소,경기 여주시 능서면 용은리 424-21,031-881-4456,자동차충전
경기 여주시,여주LPG충전소,경기 여주시 가남읍 은봉리 38-2,031-884-7113,용기+자동차+탱크+13kg용기
경기 여주시,(주)여주에너지-여주가스충전소,"경기 여주시 하동 99-2,103-7",031-885-1100,용기+자동차+탱크+13kg용기
경기 여주시,가남LPG충전소,경기 여주시 가남읍 태평리 205-4 주유소(충전소),031-881-0065,자동차충전
경기 여주시,연세석유 여주LPG충전소,경기 여주시 천송동 51-5,031-883-8970,자동차충전
경기 여주시,극동유화(주)대성충전소,경기 여주시 천송동 555-1,031-883-7701,용기+자동차+탱크+13kg용기
경기 여주시,(주)고신통상여주(하)충전소,경기 여주시 가남읍 본두리 675-3,031-881-6132,자동차충전
경기 여주시,서여주(마산방향)충전소,경기 여주시 능서면 매류리 1-8,031-885-9764,자동차충전
경기 여주시,(주)유성티엔에스 서여주(양평방향)충전소,경기 여주시 능서면 매류리 1-48,031-885-9764,자동차충전
경기 여주시,(주)원일석유 한중충전소,경기 여주시 창동 183 외3필지,031-885-1885,자동차충전
경기 연천군,KH에너지(주)직영 연천충전소,경기 연천군 청산면 초성리 366-1외 1필지,031-835-5760,자동차충전
경기 연천군,양원리충전소,"경기 연천군 전곡읍 양원리 488-1, 2",031-833-5956,자동차충전
경기 연천군,전곡LPG충전소,경기 연천군 전곡읍 은대리 633-4,031-832-6066,자동차충전
경기 오산시,삼미충전소,경기 오산시 내삼미동 587,031-378-1148,자동차충전
경기 오산시,(주)대원에너지 동서엘피지충전소,경기 오산시 서동 202-4,031-376-1881,자동차충전
경기 오산시,(유)유성에너지오산,"경기 오산시 갈곶동 3-1,3-10",031-377-8228,자동차충전
경기 오산시,KH에너지(주)직영 오산충전소(과천방향),경기 오산시 지곶동 산58-1,031-377-5259,자동차충전
경기 오산시,KH에너지(주)직영 오산충전소(동탄방향),"경기 오산시 금암동 57-2, 60-3,5",031-376-5158,자동차충전
경기 오산시,오산엘피지충전소,"경기 오산시 원동 385, 386-1",031-374-2822,자동차충전
경기 오산시,신도시충전소,경기 오산시 외삼미동 74-11.74-18,031-372-5818,자동차충전
경기 오산시,프라자충전소,"경기 오산시 부산동 79-1, 80-1,10,11",031-373-5803,자동차충전
경기 오산시,오산대역충전소,경기 오산시 수청동 616-4,031-377-4611,자동차+탱크
경기 용인시 기흥구,(주)대호에너지,경기 용인시 기흥구 영덕동 104-6,031-287-7400,자동차충전
경기 용인시 기흥구,신갈톨게이트엘피지충전소,경기 용인시 기흥구 영덕동 35-1 (신갈주유소),031-285-2245,자동차충전
경기 용인시 기흥구,신갈자동차충전소,경기 용인시 기흥구 보정동 614-6,031-265-8844,자동차+13kg용기
경기 용인시 기흥구,수원IC LPG충전소,경기 용인시 기흥구 영덕동 29-2,031-285-4412,자동차충전
경기 용인시 기흥구,(주)한미석유 기흥주유소,"경기 용인시 기흥구 공세동 269,263-6",031-286-5182,자동차충전
경기 용인시 기흥구,영덕엘피지충전소,경기 용인시 기흥구 영덕동 175-1,031-206-8581,자동차충전
경기 용인시 기흥구,구갈(대천)충전소,경기 용인시 기흥구 구갈동 205-1,031-284-1891,자동차충전
경기 용인시 기흥구,반도체충전소,"경기 용인시 기흥구 농서동 144,382-1,144-3,144-4,146-1,146-4",031-287-5187,자동차충전
경기 용인시 기흥구,서일석유(주)기흥서일충전소,경기 용인시 기흥구 신갈동 357-2,031-283-7017,자동차충전
경기 용인시 기흥구,마북LPG충전소,"경기 용인시 기흥구 마북동 416-6,417-2,422-3",031-284-4164,자동차충전
경기 용인시 기흥구,동백LPG충전소,"경기 용인시 기흥구 동백동 406-8,407-4,500-3",031-281-5515,자동차충전
경기 용인시 기흥구,민속촌엘피지충전소,경기 용인시 기흥구 지곡동 607-4,031-285-1222,자동차충전
경기 용인시 기흥구,르노삼성자동차(주),경기 용인시 기흥구 공세동 447-4,031-289-7102,자동차사
경기 용인시 기흥구,그린에너지,"경기 용인시 기흥구 하갈동 404-2,405-2",031-273-5111,자동차+13kg용기
경기 용인시 기흥구,(주)한미석유구성그린LPG충전소,경기 용인시 기흥구 마북동 502-146,031-283-7474,자동차충전
경기 용인시 기흥구,수지충전소,경기 용인시 기흥구 보정동 474-9,031-265-5159,자동차충전
경기 용인시 처인구,에버충전소,경기 용인시 처인구 포곡읍 삼계리 190-4,031-334-5858,자동차+13kg용기
